1	510
2	510
3	510
4	514
5	512
6	518
7	522
8	519
9	518
10	521
11	509
12	507
13	507
14	509
15	507
16	517
17	513
18	503
19	509
20	502
21	506
22	498
23	500
24	506
25	502
26	488
27	503
28	513
29	512
30	512
31	507
32	505
33	518
34	504
35	507
36	511
37	517
38	514
39	518
40	512
41	524
42	512
43	522
44	526
45	518
46	532
47	515
48	519
49	507
50	528
51	520
52	520
53	527
54	532
55	512
56	529
57	515
58	536
59	522
60	514
61	496
62	517
63	507
64	525
65	503
66	516
67	496
68	500
69	500
70	514
71	510
72	534
73	498
74	511
75	498
76	515
77	500
78	526
79	510
80	512
81	484
82	503
83	497
84	529
85	483
86	497
87	507
88	501
89	482
90	510
91	496
92	506
93	470
94	513
95	491
96	525
97	499
98	507
99	511
100	536
101	526
102	544
103	514
104	541
105	527
106	515
107	517
108	542
109	548
110	556
111	530
112	552
113	534
114	540
115	532
116	558
117	556
118	546
119	555
120	521
121	535
122	547
123	529
124	543
125	511
126	526
127	516
128	535
129	533
130	547
131	501
132	519
133	521
134	513
135	501
136	526
137	493
138	514
139	492
140	494
141	518
142	518
143	508
144	488
145	498
146	470
147	496
148	489
149	475
150	489
151	505
152	503
153	499
154	497
155	500
156	510
157	505
158	527
159	504
160	518
161	507
162	521
163	524
164	528
165	522
166	547
167	513
168	533
169	513
170	515
171	529
172	531
173	521
174	507
175	552
176	540
177	522
178	545
179	543
180	533
181	524
182	523
183	529
184	528
185	524
186	525
187	549
188	515
189	519
190	512
191	512
192	520
193	532
194	525
195	519
196	517
197	525
198	515
199	521
200	517
201	507
202	512
203	509
204	510
205	513
206	505
207	507
208	515
209	525
210	502
211	512
212	508
213	520
214	516
215	526
216	508
217	519
218	523
219	519
220	525
221	517
222	518
223	508
224	516
225	524
226	516
227	518
228	523
229	519
230	515
231	525
232	508
233	520
234	504
235	522
236	517
237	515
238	511
239	529
240	525
241	523
242	521
243	515
244	513
245	517
246	517
247	520
248	522
249	524
250	524
251	520
252	516
253	514
254	513
255	513
256	514
257	514

