1	510
2	512
3	512
4	514
5	516
6	518
7	518
8	516
9	520
10	520
11	524
12	528
13	526
14	522
15	521
16	518
17	524
18	517
19	519
20	517
21	511
22	510
23	511
24	501
25	513
26	511
27	505
28	513
29	511
30	497
31	507
32	505
33	517
34	513
35	515
36	521
37	523
38	515
39	519
40	519
41	527
42	525
43	529
44	526
45	530
46	530
47	524
48	535
49	537
50	535
51	531
52	541
53	544
54	536
55	540
56	540
57	529
58	555
59	559
60	553
61	546
62	554
63	546
64	540
65	542
66	566
67	553
68	555
69	550
70	549
71	553
72	563
73	538
74	554
75	560
76	546
77	536
78	544
79	544
80	535
81	528
82	543
83	537
84	521
85	533
86	529
87	532
88	528
89	520
90	520
91	534
92	539
93	535
94	523
95	526
96	536
97	536
98	518
99	536
100	515
101	533
102	517
103	541
104	543
105	529
106	543
107	551
108	535
109	537
110	545
111	558
112	559
113	542
114	553
115	566
116	555
117	585
118	559
119	577
120	578
121	564
122	566
123	560
124	598
125	635
126	592
127	576
128	559
129	593
130	563
131	545
132	557
133	571
134	557
135	555
136	555
137	551
138	547
139	563
140	569
141	545
142	553
143	574
144	551
145	555
146	548
147	570
148	578
149	576
150	589
151	570
152	564
153	584
154	580
155	568
156	570
157	570
158	590
159	576
160	562
161	568
162	558
163	560
164	548
165	548
166	552
167	542
168	542
169	558
170	554
171	554
172	543
173	547
174	547
175	543
176	536
177	538
178	538
179	546
180	532
181	537
182	535
183	543
184	529
185	542
186	548
187	562
188	542
189	541
190	545
191	523
192	531
193	521
194	539
195	538
196	534
197	539
198	540
199	538
200	544
201	539
202	531
203	535
204	551
205	551
206	555
207	553
208	554
209	551
210	560
211	560
212	550
213	544
214	552
215	557
216	555
217	551
218	553
219	557
220	558
221	548
222	556
223	561
224	553
225	549
226	539
227	541
228	536
229	534
230	540
231	536
232	548
233	542
234	546
235	536
236	540
237	528
238	532
239	527
240	526
241	529
242	524
243	527
244	526
245	524
246	516
247	518
248	517
249	515
250	513
251	513
252	511
253	512
254	513
255	513
256	514
257	514

